Words;M V;SD V;N V;M A;SD A;N A;M P;SD  P;N P;M AoA;SD AoA;N AoA;Freq(Log10);Freq (1E6);Length;N (%);Grammatical category
gazon;4,66;0,91;64;2,91;1;64;3,38;1,13;63;6,9;2,1;32;0,49;3,09;5;0,4;N
geanimeerd;5,38;0,65;64;5,08;1,07;64;4,51;0,93;63;10,74;2,92;32;-1,34;0,05;10;0,4;A
gebak;5,33;0,93;64;3,44;1,23;63;3,73;0,9;64;5,84;2,13;32;0,33;2,15;5;0,4;N
gebeente;3,37;0,79;63;3,3;1,31;64;4,24;0,96;63;8,55;2,68;32;-0,39;0,41;8;0,9;N
geboorte;5,83;1,03;64;5,31;1,37;64;4,66;1,51;64;5,61;2,04;32;1,3;19,9;8;0;N
gebouw;4,19;0,64;64;3,31;1,33;64;4,55;1,18;64;5,55;2,63;32;1,83;68,26;6;0;N
gebrek;2,58;0,75;64;3,25;1,11;64;2,84;1,07;64;7,23;2;32;1,15;14,02;6;0;N
gebrekkig;2,47;0,59;64;3,44;1,09;63;2,84;1,43;64;8,94;2,22;32;-0,14;0,73;9;0,4;A
gebroken;2,42;0,75;64;3,91;1,5;64;3,16;1,5;64;5,55;2,25;32;1,82;66,04;8;0;A
gedienstig;3,98;0,97;62;3,55;1,35;62;2,94;1,44;62;9,87;2,9;32;-0,94;0,11;10;2,7;A
gedisciplineerd;5,3;0,97;64;4,1;1,23;63;5,22;1,51;64;9,94;2,78;32;-0,07;0,85;15;0,4;A
geduldig;5,52;0,87;64;2,86;1,08;64;4,52;1,33;64;7,39;3,02;32;0,84;6,95;8;0;A
gedwee;3,4;0,92;57;2,88;1,09;57;2,85;1,46;47;10,88;3,02;26;-0,36;0,43;6;16,6;A
geel;4,36;0,72;64;3,64;1,29;64;3,73;1,07;64;3,77;1,54;32;0,98;9,56;4;0;A
geelzucht;2,03;0,8;63;3,57;1,36;63;3,57;1,42;63;10,29;3,25;32;-0,53;0,3;9;1,3;N
geërgerd;2,22;0,65;64;5,09;0,87;64;4,13;1,42;64;9;2,34;32;-0,19;0,64;8;0;A
geest;3,81;1,11;64;3,89;1,53;64;4,63;1,42;64;6,77;2,04;32;1,98;94,97;5;0;N
geestdriftig;4,45;1,41;62;5,09;1,23;64;4,74;1,39;62;11,17;2,59;31;-0,69;0,21;12;2,2;A
geeuw;3,47;0,69;64;2,94;1,28;64;3,31;1,07;64;5,65;1,64;32;-0,6;0,25;5;0;N
geeuwen;3,46;0,82;63;2,94;1,31;64;3,33;1,1;64;5,45;1,63;32;-0,8;0,16;7;0,4;V
gefascineerd;5,53;0,78;64;4,98;1,32;64;4,88;1,02;64;10,13;2,62;32;0,38;2,38;12;0;A
gefrustreerd;2,19;0,77;64;5,42;1,15;64;4,05;1,59;64;9,35;3,04;32;0,51;3,27;12;0;A
gehandicapt;2,38;0,9;64;3,47;1,19;64;3,19;1,53;64;7,23;2,03;32;0,41;2,58;11;0;A
geheim;3,84;0,89;64;4,03;1,53;64;4,63;1,16;64;5,52;1,71;32;2,01;101,76;6;0;N
geheugen;5,02;0,97;64;4,35;1,31;63;4,59;1,2;64;7,55;2,06;32;1,44;27,74;8;0,4;N
gehoorzaam;4,77;1,14;64;3,41;1,22;64;3,08;1,43;64;6,03;2,24;32;0,71;5,1;10;0;A
gehoorzamen;4,53;1,25;64;3,36;1,19;64;2,94;1,55;64;5,94;2,06;32;0,96;9,1;11;0;V
gehumeurd;3,31;1,28;64;4,2;1,17;64;4,17;1,09;64;8,6;2,34;31;-0,23;0,59;9;0,4;A
geil;4,86;1,32;64;6,11;0,91;64;5,35;1,21;63;11,39;3,27;32;1,07;11,8;4;0,4;A
geïrriteerd;2,33;0,82;64;5,16;1,2;64;4,2;1,34;64;8,68;2,86;32;-0,69;0,21;11;0;A
geiser;4,27;0,81;63;4,76;1,44;58;4,76;0,99;59;9,54;3,47;29;-0,56;0,27;6;6,7;N
geit;4,16;0,72;64;3,78;1,25;64;3,39;1,02;64;4,52;1,91;32;0,91;8,07;4;0;N
gejuich;5,75;0,76;64;5,75;1,18;64;5,09;1;64;6,68;1,96;32;-0,11;0,78;7;0;N
gek;3,27;1,07;64;5,23;1,08;64;4,11;1,45;64;5,35;1,72;32;2,73;542,72;3;0;A
gekweld;2,14;0,77;64;4,38;1,41;64;3,48;1,5;64;9,45;2,35;32;0,27;1,88;7;0;A
gekwetst;2,08;0,8;64;4;1,41;64;3,17;1,34;64;7,45;2,45;32;1,23;16,88;8;0;A
gelaten;3,63;1,02;63;3,53;1,55;64;3,47;1,31;64;9,1;2,66;31;1,52;32,84;7;0,9;A
geld;5,34;0,96;64;4,17;1,41;64;5,14;1,17;64;5,16;1,75;32;2,9;793,61;4;0;N
gelei;4,14;0,76;63;3,03;1,23;64;3,23;1,03;62;8,42;3;32;-0,15;0,71;5;1,3;N
geliefd;6,28;0,77;64;4,27;1,39;64;5,14;1,19;64;7,42;2,2;32;0,86;7,23;7;0;A
geloof;4,28;1,3;64;3,47;1,54;64;4,59;1,39;64;6,13;2,08;32;2,6;395,2;6;0;N
geluk;6,39;0,79;64;4,73;1,44;64;5,41;1,18;64;6,26;1,81;32;2,22;166,02;5;0;N
gelukkig;6,61;0,63;64;4,64;1,46;64;5,36;1,2;64;5,77;1,43;32;2,31;204,92;8;0;A
gelukkigheid;6,48;0,62;63;5,08;1,38;63;5,27;1,14;64;7,93;2,39;31;-1,64;0,02;12;1,3;N
gember;4,14;0,83;64;3,27;1,38;63;4,09;1,16;64;11,61;3,97;32;-0,12;0,75;6;0,4;N
gemeen;2,09;0,79;64;4,83;1,05;64;4,94;1,01;64;5,58;2,35;32;1,66;45,37;6;0;A
gemiddeld;3,98;0,77;64;3,64;0,86;64;3,94;0,75;64;7,61;1,98;32;0,54;3,43;9;0;A
gen;4,3;0,71;64;3,75;1,22;64;4,81;1,34;64;11,61;2,91;32;0,29;1,97;3;0;N
genadeloos;2,27;1,06;64;4,78;1,4;64;5,11;1,75;64;9,32;2,3;32;0,23;1,69;10;0;A
genadig;5,02;1,08;64;3,81;1,17;64;4,06;1,32;63;9,23;2,88;31;0,73;5,35;7;0,9;A
gène;2,9;0,79;61;3,73;1,27;62;3,29;1,39;58;10,87;2,65;31;-0,6;0,25;4;5,4;N
genie;5,88;0,79;64;4,89;1,22;64;5,58;1,12;64;7,74;2,27;32;1,4;25,22;5;0;N
geniep;2,83;0,85;63;4,1;1,16;62;3,45;1,15;62;9,06;3,05;32;-0,46;0,34;6;2,2;N
genot;6,13;0,83;64;4,91;1,4;64;5,13;1,15;64;9,23;2,65;32;0,91;8,12;5;0;N
genre;4,36;0,68;64;3,41;1,02;64;3,97;0,76;64;9,71;2,61;32;0,12;1,3;5;0;N
geraamte;2,94;0,97;64;2,67;1,38;64;3,73;1,38;64;7,39;2,25;32;-0,15;0,71;8;0;N
geregeld;4,88;0,85;64;3,92;1,21;64;4,56;1,01;64;7,97;2,68;32;1,76;57,38;8;0;A
geremd;3;0,62;64;3;1,07;64;3;1,01;64;8,1;2,49;32;-0,28;0,53;6;0;A
gering;3,27;0,7;64;3,14;1,03;63;3,16;1,07;64;9,58;3,34;32;-0,02;0,96;6;0,4;A
gerst;4,15;0,51;62;3,11;1,17;62;3,62;1,08;60;9,25;2,63;29;-0,3;0,5;5;4,9;N
geschenk;5,84;0,88;64;4,33;1,21;64;4,23;1,05;64;5,94;2,06;32;1,27;18,75;8;0;N
geschikt;5,55;0,78;64;4,05;1,03;64;4,73;1,03;64;7,61;2,12;32;1,31;20,47;8;0;A
geschil;2,83;0,61;64;4,63;1,44;64;4,16;1,32;64;10,2;3,43;30;0,07;1,17;7;0,4;N
gesel;2,66;1,21;56;4,61;1,15;56;4,42;1,5;48;10;2,94;20;-0,34;0,46;5;19,3;N
gesloten;3,03;0,73;64;2,83;1,16;64;3,89;1,36;64;5,52;1,15;32;1,72;52,32;8;0;A
gesofisticeerd;5,34;0,81;53;3,98;1,14;51;4,85;1,17;53;11,84;3,42;25;-0,86;0,14;14;18,4;A
gesp;4,02;0,55;64;3,41;1,27;63;4,08;1,06;62;8,07;2,74;30;-0,02;0,96;4;2,2;N
gespannen;2,72;0,58;64;5,58;0,94;64;3,86;1,32;64;7,77;2,19;32;1,25;17,81;9;0;A
gespierd;5,59;0,87;64;5,08;1,26;64;5,44;1,04;64;6,81;1,8;32;0,2;1,6;8;0;A
getalenteerd;6,2;0,8;64;4,88;1,2;64;5,55;0,91;64;8,03;2,15;32;0,57;3,75;12;0;A
getto;2,53;0,89;64;5,09;1,22;64;4,58;1,49;64;10,6;3,04;31;0,59;3,91;5;0,4;N
geul;3,59;0,68;56;3,11;1,26;57;3,67;0,98;58;8,61;3,03;28;0,08;1,21;4;10,8;N
geur;4,42;0,83;64;3,81;1,11;63;4,39;0,95;64;5,45;1,84;32;1,37;23,51;4;0,4;N
gevaar;2,13;0,85;64;5,5;1,17;64;5,28;1,2;64;5,61;1,78;32;1,96;91,54;6;0;N
gevaarlijk;2,31;0,79;64;5,72;0,93;64;5,3;1,19;64;5,39;2,25;32;1,97;92,27;10;0;A
gevangen;2,03;0,69;64;3,78;1,71;64;3,52;1,89;64;5,77;1,96;32;1,7;50,61;8;0;A
gevangenis;2,08;0,84;64;4,19;1,76;64;4,67;1,87;64;5,68;1,92;32;2,02;104,9;10;0;N
gevat;5,03;0,94;64;4,42;1,18;64;4,63;1,08;64;10,06;2,85;32;0,46;2,88;5;0;A
gevecht;2,27;0,91;64;6,16;0,84;64;5,33;1,11;64;5,71;1,62;32;1,69;48,98;7;0;N
gevel;4,22;0,52;64;3,03;1,31;64;4,09;0,99;64;8,52;2,87;32;-0,39;0,41;5;0;N
geven;5,28;0,9;64;4,5;1,05;64;4,19;1,22;64;4,26;1,48;32;2,68;475,61;5;0;V
gevoelig;4,66;1;64;4,19;1,14;64;3,23;1,09;64;7,45;2,95;32;1,31;20,33;8;0;A
gewapend;2,36;0,93;64;5,53;1,14;64;5,56;1,21;64;7,42;2,05;32;1,18;15,3;8;0;A
geweer;2,47;1,02;64;5,2;1,27;64;5,64;1,19;64;5,9;1,45;32;1,74;55,39;6;0;N
gewelddadig;1,92;0,74;64;6,19;0,85;64;5,42;1,43;64;7,97;2,15;32;0,97;9,24;11;0;A
geweten;4,63;1,18;64;3,94;1,07;64;4,95;1,43;64;8,19;2,75;32;1,7;49,92;7;0;N
gewichtheffer;4,16;0,76;64;5,53;1,18;64;5,47;1,19;64;7,68;2,8;32;-0,69;0,21;13;0;N
gewichtig;4,1;1,05;62;3,94;1,14;64;4,76;0,92;62;10,32;2,55;32;-0,1;0,8;9;1,8;A
gewillig;4,36;1,1;64;3,69;1,25;64;3,05;1,41;64;9,52;2,97;32;0,07;1,17;8;0;A
gewoon;4,14;0,73;64;3,44;1,07;64;3,61;1,24;64;5,29;1,92;32;3;1007,99;6;0;A
gezag;3,94;1,1;64;4,64;1,15;64;5,77;1;64;8,16;2,71;32;1,07;11,66;5;0;N
gezellig;6,08;0,88;64;4,39;1,28;64;4,59;1,23;64;6,16;2,35;32;1,4;25,29;8;0;A
gezicht;4,77;0,89;64;3,78;1,19;64;4,34;1;64;4,9;1,83;32;2,26;183,63;7;0;N
gezond;6,28;0,83;64;4,48;1,26;64;5,22;1,3;64;5,97;1,74;32;1,5;31,83;6;0;A
gezondheid;5,69;0,97;64;4,14;1,25;64;5,03;1,22;64;7;2,58;32;1,4;25,22;10;0;N
gezwel;1,8;0,78;64;4,11;1,52;64;4,42;1,65;64;8,94;2,67;32;0,14;1,39;6;0;N
gids;4,55;0,73;64;4,16;1,09;64;4,48;1,15;64;7,13;2,16;32;1,06;11,39;4;0;N
gidsen;4,66;0,62;64;4,8;1,03;64;4,34;1,01;64;7,84;2,49;32;0,04;1,1;6;0;V
gier;3,14;0,87;64;4,27;1,25;64;4,3;1,28;63;7,48;2,43;32;0;1,01;4;0,4;N
gieren;4,02;1,29;64;5,17;1,16;64;4,52;1,02;64;7,87;2,28;32;0,42;2,61;6;0;V
gierig;2,27;0,78;64;3,92;1,27;63;3,5;1,57;64;8,03;2,3;32;0,28;1,92;6;0,4;A
gieten;3,97;0,62;64;4,48;1,1;64;3,98;1,06;64;5,58;2,13;32;0,29;1,94;6;0;V
gif;2,09;0,83;64;4,6;1,51;63;5,38;1,35;64;6,52;2,13;32;1,13;13,56;3;0,4;N
gift;5,27;0,93;64;4,11;1,3;63;4,22;1,12;64;8,23;2,68;32;0,69;4,92;4;0,4;N
gijzelaar;1,75;0,82;64;4,72;1,62;64;4,11;1,95;64;8,94;2,53;32;0,84;6,88;9;0;N
gil;2,8;0,72;64;5,66;1,04;64;4,76;1,47;63;5,52;2,77;32;1;9,99;3;0,4;N
gillen;2,77;0,73;64;5,92;1,01;64;4,36;1,56;64;5,61;2,09;32;1,05;11,11;6;0;V
gin;4,13;1,09;62;3,95;1,32;62;4,45;1,24;55;11,66;3,13;30;0,82;6,54;3;6,7;N
gips;3,08;0,88;64;2,84;1,13;64;4,28;1,27;64;6,48;1,81;32;0,37;2,36;4;0;N
giraf;4,75;0,87;64;3,88;1,39;64;4,2;1,18;64;4,65;1,74;32;-0,15;0,71;5;0;N
gissen;3,48;0,62;64;4,3;1,12;64;3,44;0,97;64;9,1;3,17;32;0,15;1,42;6;0;V
gist;3,97;0,62;64;3,53;1,18;64;3,95;1,21;64;8,68;2,24;32;-0,21;0,62;4;0;N
gisten;3,89;0,74;64;3,77;1,08;64;3,92;1,2;63;8,68;2,91;32;-0,74;0,18;6;0,4;V
gitaar;5,22;1,02;63;4,25;1,41;64;4,28;1,02;64;5,58;1,67;32;1,06;11,46;6;0;N
glad;4,03;0,99;64;3,83;1,29;64;3,61;1,18;64;5,32;1,64;32;0,9;8;4;0;A
glans;5,31;0,71;64;3,95;1,34;64;4,47;0,96;64;6,94;2,14;32;0,29;1,97;5;0;N
glanzen;5,22;0,7;64;4,14;1,19;64;4,48;0,93;64;6,97;2,33;32;-0,26;0,55;7;0;V
glas;4,17;0,75;64;3,39;1,18;64;4,14;1,25;64;4,39;1,28;32;1,76;57,15;4;0;N
gletsjer;4,39;1,11;64;3,72;1,42;64;5,23;1,16;64;8,87;2,86;32;0,16;1,44;8;0;N
gleuf;3,81;0,64;64;3,39;1,15;64;3,51;0,9;63;7,48;2,46;32;-0,1;0,8;5;0,4;N
glijden;4,3;0,85;64;4,43;1,16;63;3,72;0,97;64;5,68;1,7;32;0,59;3,89;7;0,4;V
glimlach;6,06;0,81;64;4,52;1,15;64;4,78;1,13;64;5,58;1,84;32;1,16;14,43;8;0;N
glimp;4,65;0,68;63;3,7;1,19;64;3,78;1,12;64;7,97;2,44;31;0,4;2,54;5;0,9;N
glippen;3,47;0,67;64;4,67;0,88;63;3,35;1,09;63;7,65;2,39;32;0,5;3,13;7;0,9;V
globaal;4,41;0,73;64;3,7;1;64;4,31;1,05;64;10,29;2,71;32;-0,23;0,59;7;0;A
gloed;4,77;0,81;64;3,92;1,16;64;4,35;1,23;62;7,84;2,81;32;0,32;2,08;5;0,9;N
gloednieuw;5,67;0,8;64;4,28;1,58;64;4,86;1,15;64;7,74;2,25;32;0,38;2,38;10;0;A
gloeien;4,22;1,11;64;4,58;0,94;64;4,58;0,94;64;7,16;2,16;32;0,11;1,28;7;0;V
glunderen;5,79;0,88;63;5,13;0,92;63;4,79;1,28;62;8,35;2,44;32;-1,04;0,09;9;1,8;V
gluren;2,95;0,84;64;4,53;1,08;64;3,5;1,26;64;7,06;2,11;32;0,67;4,64;6;0;V
goal;5,39;0,88;64;5,59;1,19;64;5,17;1,2;64;5,68;1,58;32;0,51;3,2;4;0;N
god;4,03;1,26;64;3,08;1,52;64;5,53;1,56;64;5,03;1,49;32;2,75;561,34;3;0;N
godsdienst;3,84;1,12;64;3,17;1,29;64;4,22;1,68;64;6,84;1,95;32;0,6;4,02;10;0;N
godsdienstig;3,69;1,19;64;3,3;1,22;64;4,05;1,41;64;7,81;2,02;32;-0,14;0,73;12;0;A
goed;5,84;0,98;64;4,23;1,03;64;4,83;1,08;64;3,71;1,72;32;3,54;3488,11;4;0;A
goedaardig;5,78;0,92;64;3,92;1,31;64;4,5;1,21;64;8,26;2,63;32;-0,28;0,53;10;0;A
goedgehumeurd;6,03;0,89;64;5,09;0,99;64;4,97;1,1;64;8,84;2,79;32;-0,56;0,27;13;0;A
goedgelovig;3,39;1,14;64;3,36;1,23;64;3;1,26;64;8,74;2,79;32;-0,04;0,91;11;0;A
goedkoop;4,95;1,17;64;3,64;1,07;64;3,34;1,22;64;6,32;1,8;32;1,21;16,12;8;0;A
goedmaken;5,61;0,83;64;4,81;1,01;64;4,58;1,29;64;6,39;2,46;32;1,09;12,28;9;0;V
goeroe;3,75;1,15;64;3,87;1,37;63;4,63;1,26;60;11,74;3,02;32;0,18;1,51;6;2,2;N
gok;3,58;0,83;64;4,34;1,31;64;3,8;1,3;64;7,16;1,93;32;1,21;16,21;3;0;N
gokken;3,11;0,88;64;5,03;1,11;64;3,7;1,45;64;7,74;2,18;32;1,17;14,96;6;0;V
golf;4,42;0,79;64;4,52;1,28;64;4,42;1,17;64;6,19;2,18;32;1,24;17,54;4;0;N
golven;4,69;0,89;64;4,89;1,25;63;4,72;1,21;64;5,87;1,98;32;0,96;9,15;6;0,4;V
gondel;4,73;0,85;63;3,61;1,22;64;3,67;1,08;58;9,39;3,3;29;0,08;1,21;6;4,5;N
gong;4,16;0,65;63;3,95;1,47;60;4,87;1,11;60;8,64;2,91;29;-0,32;0,48;4;5,4;N
gonzen;3,55;0,85;60;4,62;1,09;60;4,46;0,95;57;9,48;3,18;28;-1,16;0,07;6;8,5;V
gooi;4,02;0,65;64;4,7;1,06;63;4,18;1;62;5,35;1,7;32;1,87;73,63;4;1,3;N
gooien;3,92;0,65;64;5,28;0,72;64;4,33;0,86;64;4,48;1,55;32;1,7;49,62;6;0;V
goor;2,06;0,77;64;3,97;1,4;64;4,19;1,45;64;8,84;2,83;32;0,46;2,9;4;0;A
goot;3,17;0,79;64;3,17;1,15;64;3,34;1,06;64;6,84;2,25;32;0,78;6,06;4;0;N
gordel;4,47;0,89;64;3,48;1,2;64;4,39;1,06;64;5,84;2,46;32;0,98;9,49;6;0;N
gordijn;4,19;0,53;64;2,88;1,09;64;3,81;0,94;64;5,26;1,57;32;0,65;4,46;7;0;N
goud;5,64;0,9;64;3,77;1,48;64;5,17;1,33;64;5,9;1,64;32;1,79;61,99;4;0;N
goudstuk;5,5;0,98;64;3,73;1,51;64;5;1,21;64;6,55;2,23;32;-0,24;0,57;8;0;N
graad;4,2;0,65;64;3,55;1,17;64;4,23;0,92;64;7,81;2,26;32;0,6;4,02;5;0;N
graaf;4,08;0,93;64;3,91;1,16;64;5,02;1,16;64;7,52;2,58;32;1,29;19,55;5;0;N
graag;5,58;0,83;64;4,33;1,24;64;4,45;1,13;64;4,65;1,62;32;2,77;583,73;5;0;A
graal;4,45;0,91;56;3,52;1,33;50;4,44;1,11;54;11,41;3,31;30;0,7;5,03;5;15,2;N
graan;4,36;0,82;64;3,16;1,07;64;3,5;1,17;64;6,58;2,36;32;0,64;4,41;5;0;N
graat;3,22;0,72;64;3,25;1,17;64;3,74;1,14;62;7;1,98;32;-0,36;0,43;5;0,9;N
gracht;3,86;0,94;64;3,33;1,01;64;4,06;0,94;64;6,29;2;32;0,13;1,35;6;0;N
graf;2,13;0,92;64;2,03;1,27;64;4,06;1,52;64;6,1;2,1;32;1,54;34,53;4;0;N
gram;3,94;0,39;64;3,36;1,23;64;2,81;1,23;64;7,48;2;32;0,79;6,2;4;0;N
granaat;2,11;1,03;64;5,84;1,22;64;5,77;1,16;64;7,48;2,05;32;0,74;5,53;7;0;N
grap;5,58;0,87;64;4,66;1,09;64;4,28;0,95;64;5,2;1,56;31;1,71;51,02;4;0,4;N
grappen;5,62;0,75;63;4,86;0,96;64;4,61;0,97;64;5,68;1,47;32;1,09;12,39;7;0;V
grappig;6,06;0,64;64;5;0,91;64;4,81;1,11;64;5,32;1,47;32;2,11;128,45;7;0;A
gras;4,84;0,86;64;3,06;1,3;64;3,42;1,35;64;3,87;1,34;32;1,27;18,75;4;0;N
gratis;5,89;1,03;64;3,81;1,5;64;4,39;1,24;64;6,1;1,54;32;1,66;45,37;6;0;A
grauw;2,69;0,75;64;2,95;1,25;64;3,71;1,3;62;8,48;2,43;32;-0,3;0,5;5;0,9;A
graven;3,53;0,85;64;5,09;0,92;64;4,2;0,88;64;5,29;1,81;32;1,42;26,14;6;0;V
grazen;4,31;0,66;64;3,94;1,34;63;3,73;1,17;63;6,52;2,49;32;1,26;18,39;6;0,9;V
greep;3,56;0,77;64;4,69;1,26;64;4,86;1,11;64;6,52;2;32;1,19;15,64;5;0;N
grendel;3,56;0,74;62;3,33;1,25;64;4,63;1,05;63;7,37;2,43;31;0,52;3,32;7;1,8;N
grens;3,89;0,74;64;3,52;1,2;64;4,31;1,3;64;6,52;1,82;32;1,58;37,96;5;0;N
greppel;3,4;0,64;62;2,9;1,04;63;3,75;1,16;63;8,14;2,77;29;0,46;2,9;7;3,1;N
griep;2,2;0,88;64;3,78;1,53;64;3,91;1,65;64;5,68;1,72;32;0,85;7,13;5;0;N
griet;3,83;1,05;64;4,28;1,2;64;3,78;1,07;63;8,23;2,51;32;1,13;13,47;5;0,4;N
griezel;2,17;0,88;64;4,97;1,02;64;4,48;1,4;64;6,16;1,57;32;0,71;5,12;7;0;N
grijns;4,05;1,37;64;4,25;1,15;64;4,58;1,04;64;7,35;2,18;32;0,5;3,16;6;0;N
grijnzen;3,95;1,3;64;4,64;0,95;64;4,69;0,97;64;8,16;2,52;32;0,03;1,07;8;0;V
grijpen;3,59;0,85;64;5,16;0,82;64;4,63;0,95;64;5,55;1,96;32;1,22;16,65;7;0;V
grijs;3,39;0,75;64;2,91;1,16;64;3,66;0,93;64;4,77;1,5;32;0,93;8,53;5;0;A
gril;3,92;1,03;64;4,16;1,29;64;4,14;1,18;63;7,71;2,67;32;0,08;1,21;4;0,4;N
grillen;4,17;1,11;64;4,78;0,89;63;4,44;1,06;63;8,1;2,91;32;0,25;1,78;7;0,9;V
grimas;3,21;1,01;62;4,32;1,12;63;4,51;1,15;59;10,5;3,12;31;-0,74;0,18;6;4;N
grind;3,79;0,48;63;3,03;1,29;63;3,81;0,96;64;8,45;3,14;32;-0,16;0,69;5;0,9;N
groef;3,58;0,56;64;3,31;1,22;64;3,87;0,99;63;8,94;2,76;31;0,1;1,26;5;0,4;N
groei;5,03;0,8;64;4,77;1,03;64;4,72;1,12;64;5,71;1,42;32;0,79;6,11;5;0;N
groeien;5,31;0,75;64;5;1,17;64;4,64;1,06;64;5,19;1,97;32;1,41;25,68;7;0;V
groen;4,83;0,94;64;3,42;1,21;64;3,86;1,04;64;3,74;1,37;32;1,45;28,06;5;0;A
groep;4,67;0,74;64;4,41;1,08;64;4,75;1,15;64;5,16;1,66;32;1,87;74,73;5;0;N
groet;5,14;0,75;64;4,06;1,07;64;4,16;1,04;64;6,32;2,27;32;0,88;7,59;5;0;N
groeten;5,09;0,92;64;4,44;0,89;64;4,11;1,07;64;5,87;1,71;32;1,49;30,57;7;0;V
grof;2,48;0,85;64;4,48;1,23;64;4,73;1,24;64;7,81;2,55;32;1,08;11,89;4;0;A
grom;2,92;0,73;63;4,58;1,1;64;4,45;1,31;62;6,13;2,92;32;-0,46;0,34;4;1,3;N
grommen;2,72;0,65;64;5;0,98;63;4,86;1,11;64;6,06;2,42;32;0,01;1,03;7;0,4;V
grond;4,06;0,72;63;3;1,2;64;3,95;1,03;64;4,29;1,72;32;2,04;110,25;5;0,4;N
grondig;4,92;0,78;64;4,52;1,52;64;4,88;0,95;64;8,06;2,1;32;0,95;8,83;7;0;A
groot;4,78;0,81;64;4,28;1,42;64;5,11;1,11;64;3,94;1,55;32;2,38;237,51;5;0;A
gros;3,95;0,57;60;3,7;1,24;61;4,21;1,15;57;9,58;2,63;27;-0,46;0,34;4;8,5;N
grot;4,08;1,06;64;3,22;1,35;64;4,23;1,05;64;5,55;2,11;32;1,24;17,45;4;0;N
grotesk;3,83;1,14;60;4,71;1,06;58;5,14;1,17;56;11,52;2,77;30;-0,3;0,5;7;9;A
gruis;3,2;0,76;64;3,18;1,3;62;3,21;1,22;58;8,97;3,31;31;-0,69;0,21;5;4;N
gruwel;1,94;0,81;64;5,21;1,32;63;4,98;1,35;64;8,23;2,45;32;0,39;2,47;6;0,4;N
gul;5,66;1;64;4,42;1,04;64;4,69;1,08;64;8,55;2,73;32;0,77;5,85;3;0;A
gulp;3,79;0,72;63;3,6;1,14;62;3,8;0,95;64;7,36;3,01;29;0,25;1,76;4;2,7;N
gulzig;2,84;0,98;64;5,27;0,95;64;4,13;1,37;62;7,16;2,38;32;0,06;1,14;6;0,9;A
gunst;5,16;0,82;64;4,05;1,08;64;4,06;1,11;64;8,03;2,34;32;1,31;20,49;5;0;N
guur;2,69;0,76;62;4,02;1,3;60;4,16;1,3;56;9,11;2,69;27;-0,94;0,11;4;8,1;A
gym;4,52;1,01;64;5,64;1,01;64;4,16;1,2;64;6,42;2,11;32;0,46;2,86;3;0;N
haag;4,22;0,58;64;3,02;1,1;63;3,91;1,02;64;7,16;2,63;32;-0,53;0,3;4;0,4;N
haai;3,23;1,12;64;5,56;1,01;63;5,42;1,31;64;5,52;1,75;32;0,98;9,44;4;0,4;N
haak;3,31;0,73;64;3,55;1,18;64;4,48;0,94;64;5,61;1,33;32;1,1;12,65;4;0;N
haan;4,09;0,66;64;4,38;1,27;64;4,25;1,02;64;4,61;1,61;32;0,63;4,28;4;0;N
haar;4,53;0,73;64;3,47;1,22;64;3,52;1,14;64;3,84;1,21;32;3,47;2975,87;4;0;N
haard;4,94;0,89;64;3,08;1,3;64;4,23;1,09;64;6,26;1,9;32;0,81;6,43;5;0;N
haardvuur;5,38;0,95;64;3,88;1,56;64;4,55;0,99;64;6,87;2,46;32;-0,07;0,85;9;0;N
haas;4,35;0,63;63;5;1,35;64;3,53;0,96;64;5,16;1,97;32;0,34;2,17;4;0;N
haast;3,14;0,66;64;5,75;1,1;64;4,16;1,06;64;6,13;1,77;32;1,86;72,03;5;0;N
haasten;3,08;0,76;64;5,95;1,05;64;3,83;1,06;64;6,13;2,09;32;0,84;6,97;7;0;V
haat;1,52;0,67;64;5,52;1,23;64;5,19;1,72;64;6,06;1,97;32;2,18;151,32;4;0;N
haatdragend;1,69;0,73;64;5,19;1,26;64;4,73;1,96;64;10,39;2,4;31;-0,26;0,55;11;0;A
hagedis;3,98;0,81;64;4,2;1,22;64;3,69;1,13;64;6,32;2,37;32;0,5;3,18;7;0;N
hagel;3,28;0,84;64;4,61;1,33;64;4,73;0,98;64;6,26;1,81;32;0,13;1,35;5;0;N
hak;4,05;0,79;64;3,73;1,19;64;4,27;0,9;64;6,45;2,5;32;0,91;8,19;3;0;N
hakken;3,88;1,09;64;4,84;1,43;64;4,48;1,08;64;6,55;2,25;32;1,09;12,42;6;0;V
hal;4,02;0,38;64;3,14;1,17;64;3,78;0,97;64;5,68;1,97;32;1,31;20,38;3;0;N
halen;4,27;0,57;64;4,55;0,92;64;3,98;1,08;64;5,45;1,89;32;2,57;367,6;5;0;V
half;3,7;0,52;64;3,39;1,05;64;3,33;0,89;64;5,1;1,35;32;2,02;104,76;4;0;A
halfslachtig;2,72;0,64;61;3,39;1,16;61;2,86;1,16;63;10,77;3,12;32;-0,8;0,16;12;3,1;A
hals;4,38;0,63;64;3,58;1,19;64;3,7;0,85;64;5,42;1,98;32;0,88;7,5;4;0;N
halt;3,44;0,64;64;3,45;1,36;64;4,38;1,11;63;6,42;2;32;1,24;17,49;4;0,4;R
ham;4,36;0,78;64;3,08;1,25;64;3,73;0,95;64;5,52;1,75;32;1,02;10,47;3;0;N
